Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Midcareer Investigator Award in Patient-Oriented Research (Parent K24 - Independent Basic Experimental Studies with Humans Required)","4/25/2024","5/8/2027","K24","NIH","NIH","NCCIH, NIA, NIAAA, NIDA, NIDCD, NIEHS, NIMH, NINR, ODSS, ORWH","PA-24-189","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-189.html"
"NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, NINR, ORWH","PA-24-195","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-195.html"
"NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Required)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NCCIH, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, NLM, ORWH","PA-24-193","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-193.html"
"NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM, ORWH, NCCIH, NEI","PA-24-194","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-194.html"
"Mentored Research Scientist Development Award (Parent K01 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K01","NIH","NIH","NCCIH, NCI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINR, ORWH","PA-24-177","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-177.html"
"Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K01","NIH","NIH","NCI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINR, NLM, ODSS, NCCIH, ORIP, ORWH","PA-24-176","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-176.html"
"Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Required)","4/24/2024","5/8/2027","K01","NIH","NIH","NCCIH, NCI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIMH, NIMHD, NINR, NLM, ORWH","PA-24-175","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-175.html"
"Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K02","NIH","NIH","NIA, NIAAA, NIDA, NIDCR, NINDS, ODSS, ORWH","PA-24-179","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-179.html"
"Mentored Clinical Scientist Research Career Development Award (Parent K08 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K08","NIH","NIH","NCCIH, NCI, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, ODSS, ORWH","PA-24-183","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-183.html"
"Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K08","NIH","NIH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NLM, ODSS, ORWH","PA-24-182","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-182.html"
"Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Required)","4/24/2024","5/8/2027","K08","NIH","NIH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIEHS, NIMH, NIMHD, NINDS, NLM, ORWH","PA-24-181","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-181.html"
"Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Not Allowed)","4/23/2024","5/8/2027","K25","NIH","NIH","ORWH, NCI, NEI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NLM","PA-24-191","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-191.html"
"Mentored Quantitative Research Development Award (Parent K25 Independent Basic Experimental Studies with Humans Required)","4/23/2024","5/8/2027","K25","NIH","NIH","NCI, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, ODSS, ORWH","PA-24-192","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-192.html"
"Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Required)","4/23/2024","5/8/2027","K25","NIH","NIH","NCI, NHLBI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NLM, ORWH","PA-24-190","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-190.html"
"The NCI Worta McCaskill-Stevens Career Development Award for Community Oncology and Prevention Research (K12 Clinical Trial Optional)","4/19/2024","2/19/2027","K12","NIH","NCI","None","PAR-24-153","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-153.html"
"Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional)","4/18/2024","4/19/2027","Admin Supp","NIH","NIH","NIAID, NIAMS, NIDA, NIEHS, NIMHD","PA-24-201","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-201.html"
"Optimizing Behavioral Sleep Interventions for Adolescents and Young Adults (R34 Clinical Trial Required)","4/17/2024","6/14/2025","R34","NIH","NIMH","None","RFA-MH-25-130","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-130.html"
"Promoting Broad Participation in NIDCD's Extramural Workforce through Research Education Experiences and/or Mentoring Networks (R25 - Independent Clinical Trial Not Allowed)","4/17/2024","9/30/2027","R25","NIH","NIDCD","None","PAR-24-166","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-166.html"
"Global Infectious Disease Research Training Program (D43 Clinical Trial Optional)","4/17/2024","8/7/2026","D43","NIH","FIC","NIAID","PAR-24-174","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-174.html"
"NIDCR Predoctoral to Postdoctoral Transition Award to Promote a Diverse Dental, Oral and Craniofacial Research Workforce (F99/K00 Independent Clinical Trial Not Allowed)","4/12/2024","4/9/2027","F99/K00","NIH","NIDCR","None","PAR-24-139","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-139.html"
"Notice of Special Interest (NOSI): Administrative Supplements to Promote Diversity for NINDS ADRD Awardees","4/9/2024","2/15/2027","Admin Supp","NIH","NINDS","None","NOT-NS-24-071","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-NS-24-071.html"
"Mentored Patient-Oriented Research Career Development Award (Parent K23 Independent Basic Experimental Studies with Humans Required)","4/9/2024","5/8/2027","K23","NIH","NIH","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, NINR, ORWH","PA-24-186","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-186.html"
"Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Not Allowed)","4/9/2024","5/8/2027","K23","NIH","NIH","NCCIH, NEI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, ORWH","PA-24-185","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-185.html"
"Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Required)","4/9/2024","5/8/2027","K23","NIH","NIH","NCCIH, NEI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, ORWH","PA-24-184","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-184.html"
"Notice of Special Interest (NOSI): Administrative Supplements to NCATS CTSA Program T32/TL1 Institutional Training Program as part of the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project","4/3/2024","7/2/2025","Admin Supp","NIH","NCATS","None","NOT-TR-24-017","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-TR-24-017.html"
"Kidney Technology Development Research Education Program (R25 - Independent Clinical Trial Not Allowed)","4/3/2024","6/16/2025","R25","NIH","NIDDK","None","RFA-DK-25-009","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-25-009.html"
"NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R61/R33 Clinical Trial Required)","4/2/2024","1/8/2027","R61/R33","NIH","NHLBI","None","PAR-24-173","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-173.html"
"Research to Advance the Science of Primary Care (R01)","3/29/2024","11/6/2029","R01","AHRQ","AHRQ","None","PA-24-205","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-205.html"
"Notice of Special Interest (NOSI):  Translating Biomaterials-Based Technologies to Commercially Viable Products","3/29/2024","4/6/2027","R41/R42,R43/R44","NIH","NIBIB","NCATS, NCCIH, NHLBI, NIDCR","NOT-EB-24-001","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-EB-24-001.html"
"Limited Competition: Physician Scientist Transition to Independence in Blood Science Research (R00 - Clinical Trial Optional)","3/28/2024","3/29/2025","R00","NIH","NHLBI","None","RFA-HL-26-001","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-26-001.html"
"Notice of Special Interest (NOSI): Supporting the Exploration of Cloud in NIH-supported Research","3/27/2024","6/19/2026","332","NIH","OD","FIC, NCCIH, NCI, NEI, NHGRI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NLM","NOT-OD-24-078","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-24-078.html"
"Notice of Special Interest (NOSI): Research to Stimulate Development of Diagnostics, Therapeutics, and Vaccines for Herpes Simplex Virus (HSV)","3/27/2024","4/6/2027","R21,R41/R42,R43/R44,R03,R01","NIH","NIAID","None","NOT-AI-24-028","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-24-028.html"
"Notice of Special Interest: Womens Health Research","3/26/2024","11/5/2027","R15,R01,K01,R16,K08,R21,K43,F31,R43/R44,R41/R42,F30,R03,K23,F32,R34","NIH","ORWH","FIC, NCATS, NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM, OAR, OBSSR, ODP, ODS, ODSS, SGMRO","NOT-OD-24-079","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-24-079.html"
"Notice of Special Interest (NOSI): School Mental Health: Innovative Approaches to Expand Access to Evidence-Based Interventions and Services","3/25/2024","3/17/2026","R34,R01,K08,K99/R00,K23,K01","NIH","NIMH","None","NOT-MH-24-165","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-165.html"
"AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional)","3/22/2024","8/26/2026","P30","NIH","NIMH","None","PAR-24-165","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-165.html"
"Developmental AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional)","3/22/2024","8/26/2026","P30","NIH","NIMH","None","PAR-24-164","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-164.html"
"Notice of Special Interest (NOSI): Development of Imaging Techniques for High Resolution and Functional Scanning of In Vivo Human Sensory and Communication Systems","3/22/2024","5/8/2027","R01,U01,R43/R44,R41/R42,R21","NIH","NIDCD","None","NOT-DC-24-025","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-24-025.html"
"Notice of Special Interest (NOSI): Inborn Errors of Immunity/Primary Immunodeficiencies","3/20/2024","3/17/2027","R03,R01,R21","NIH","NIAID","None","NOT-AI-24-024","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-24-024.html"
"BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional)","3/19/2024","6/25/2026","R24","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS, OBSSR","RFA-MH-25-110","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-110.html"
"BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed)","3/19/2024","1/29/2027","R18","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH","RFA-NS-24-031","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-24-031.html"
"Notice of Special Interest (NOSI): Administrative Supplements to NCATS CTSA Program KL2/K12 Institutional Career Development Awards as part of the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project","3/19/2024","7/2/2025","Admin Supp,K12,U54","NIH","NCATS","None","NOT-TR-24-015","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-TR-24-015.html"
"Support for Research Excellence  First Independent Research (SuRE-First) Award (R16 - Clinical Trial Not Allowed)","3/14/2024","1/8/2027","R16","NIH","NIGMS","NCI, NEI, NHGRI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NINDS, NINR, NLM","PAR-24-145","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-145.html"
"Support for Research Excellence (SuRE) Award (R16 Clinical Trial Not Allowed)","3/14/2024","1/8/2027","R16","NIH","NIGMS","NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NINDS, NINR, NLM, NCI, NEI, NHGRI","PAR-24-144","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-144.html"
"Utilizing Equipment to Study Environmental Extrinsic Factors and Enhance Rigor and Reproducibility of Animal Research (R24, Clinical Trials Not-Allowed)","3/13/2024","9/26/2026","R24","NIH","ORIP","None","PAR-24-167","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-167.html"
"NINDS Advanced Institutional Research Training Program (T32 Clinical Trial Not Allowed)","3/12/2024","5/26/2026","T32","NIH","NINDS","None","PAR-24-126","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-126.html"
"Technologies for Improving Minority Health and Eliminating Health Disparities (R41/R42- Clinical Trial Optional)","3/8/2024","12/10/2026","R41/R42","NIH","NIMHD","NCATS, NIBIB, NIDCR, NINDS, NINR","RFA-MD-24-007","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-007.html"
"Innovations for Healthy Living - Improving Minority Health and Eliminating Health Disparities (R43/R44 - Clinical Trial Optional)","3/8/2024","12/10/2026","R43/R44","NIH","NIMHD","NCATS, NHLBI, NIA, NIBIB, NIDCR, NIDDK, NINDS, NINR","RFA-MD-24-006","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-006.html"
"Notice of Special Interest (NOSI): Chemical Countermeasures Research Program (CCRP) Administrative Supplements to Promote the Development of Pediatric Research Models of Chemical Injury and Medical Countermeasures Discovery","3/8/2024","3/17/2026","Admin Supp","NIH","NIAID","NEI, NIAMS, NIDA, NIEHS, NINDS","NOT-AI-24-022","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-24-022.html"
"Notice of Special Interest (NOSI): Saving Lives: Integrating Overdose Education and Naloxone Distribution (OEND) into HIV Prevention and Care Settings for People Who Use Addictive Substances","3/8/2024","5/8/2027","R01,R34,R61/R33","NIH","NIDA","None","NOT-DA-25-031","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-25-031.html"
"Notice of Special Interest (NOSI): National Center for Complementary and Integrative Health (NCCIH) T32 Supplement Program to Promote Diversity in Health Research","3/7/2024","11/3/2026","Admin Supp","NIH","NCCIH","None","NOT-AT-24-034","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AT-24-034.html"
"Notice of Special Interest (NOSI): Epidemiologic Studies to Assess the Impact of Incretin Mimetics on New and Recurrent Cancer Risk","3/7/2024","5/9/2026","K08,K22,R01,K99/R00,R21,P01","NIH","NCI","None","NOT-CA-24-037","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-24-037.html"
"Notice of Special Interest (NOSI): Training and Career Development in Dissemination and Implementation Science for Research in Communication Disorders","3/6/2024","5/8/2027","K01,R25,K18,F31,K08,K99/R00,K23,K25,T35,T32,F30,FM1,F32,K24","NIH","NIDCD","None","NOT-DC-24-024","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-24-024.html"
"Notice of Special Interest (NOSI): U.S. Health in the International Perspective","3/6/2024","5/8/2027","R01,R03","NIH","NIA","None","NOT-AG-24-004","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AG-24-004.html"
"Medical Scientist Training Program (MSTP) (T32)","3/4/2024","1/26/2027","T32","NIH","NIGMS","None","PAR-24-128","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-128.html"
"Notice of Special Interest (NOSI): Encouraging Health Disparities and Health Equity Workforce Development within NIDDK Mission Areas","3/1/2024","4/7/2027","F30,R13,R25,U2C,F32,K23,K99/R00,K25,K08,K01,T32,F99/K00,F31,T35","NIH","NIDDK","None","NOT-DK-24-015","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DK-24-015.html"
"Elucidating Mechanisms Associated with HIV Related Co-Morbidities in Populations Experiencing Health Disparities (R01 - Clinical Trials Not Allowed)","3/1/2024","1/8/2026","R01","NIH","NIMHD","NHLBI, NIDDK","RFA-MD-24-005","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-005.html"
"Notice of Special Interest (NOSI):  Mechanisms of Osteoarthritis","2/28/2024","5/8/2027","R21,R01","NIH","NIA","NIAMS","NOT-AG-24-002","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AG-24-002.html"
"Addressing Health Inequities in Clinical Diagnostics (R41/R42 Clinical Trials Not Allowed)","2/28/2024","1/6/2027","R41/R42","NIH","NCATS","NEI, NHGRI, NIAMS, NIDCD, SGMRO","PAR-24-157","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-157.html"
"Addressing Health Inequities in Clinical Diagnostics (R43/R44 Clinical Trials Not Allowed)","2/28/2024","1/6/2027","R43/R44","NIH","NCATS","NEI, NHGRI, NIAMS, NIDCD, SGMRO","PAR-24-158","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-158.html"
"Institutional Translational Research Training Program (T32 - Clinical Trial Not Allowed)","2/28/2024","5/26/2026","T32","NIH","NINDS","None","PAR-24-108","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-108.html"
"Developing Digital Therapeutics for Substance Use Disorders (UG3/UH3 Clinical Trial optional)","2/27/2024","11/20/2026","UG3/UH3","NIH","NIDA","None","PAR-24-064","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-064.html"
"Cooperative Agreement for Long Term Data Collection on Antimicrobial Use in Animals (U01) Clinical Trial Not Allowed","2/27/2024","5/13/2025","U01","FDA","FDA","None","RFA-FD-24-031","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-24-031.html"
"Building Interdisciplinary Research Careers in Women's Health (BIRCWH) (K12 Clinical Trial Optional)","2/26/2024","5/29/2026","K12","NIH","ORWH","NCI, NIA, NIAAA, NIAID, NIAMS, NICHD, NIDA, NIDCR, ODS, ODSS","RFA-OD-24-013","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-24-013.html"
"NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Basic Experimental Studies with Humans Required)","2/26/2024","5/8/2027","K01","NIH","NIDCD","None","PAR-24-150","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-150.html"
"NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Clinical Trial Required)","2/26/2024","5/8/2027","K01","NIH","NIDCD","None","PAR-24-149","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-149.html"
"NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Clinical Trial Not Allowed)","2/26/2024","5/8/2027","K01","NIH","NIDCD","None","PAR-24-159","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-159.html"
"Notice of Special Interest (NOSI): Myelin plasticity in sculping addiction neurocircuitry","2/26/2024","1/8/2027","F30,R03,F31,R01,K99/R00,R21,K01,F32","NIH","NIDA","None","NOT-DA-25-028","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-25-028.html"
"Notice of Special Interest (NOSI): Telehealth Research in Cancer Care","2/23/2024","3/17/2026","R01,R21,R03","NIH","NCI","None","NOT-CA-24-033","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-24-033.html"
"INCLUDE (INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE) Predoctoral to Postdoctoral Fellow Transition Award (F99/K00 Clinical Trial Not Allowed)","2/22/2024","7/2/2026","F99/K00","NIH","NICHD","NIAMS, NIDCR","RFA-OD-24-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-24-007.html"
"NIA MSTEM: Advancing Diversity in Aging Research (ADAR) through Undergraduate Education (R25 - Independent Clinical Trial Not Allowed)","2/22/2024","5/26/2026","R25","NIH","NIA","None","PAR-24-135","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-135.html"
"Long-Term Effects of Disasters on Healthcare Systems in Populations with Health Disparities (R01- Clinical Trial Optional)","2/21/2024","5/8/2027","R01","NIH","NIMHD","NCI, NIA, SGMRO","PAR-24-109","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-109.html"
"Notice of Special Interest (NOSI): Developing and Testing Multi-level Physical Activity Interventions to Improve Health and Well-Being","2/20/2024","1/8/2027","U24,R01,R21,R34,UG3/UH3,R03","NIH","ODP","NCCIH, NCI, NIA, NIAMS, NICHD, NIMHD, NINR, OBSSR, ODS, ORWH","NOT-OD-24-058","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-24-058.html"
"BRAIN Initiative: Production and distribution facilities for brain cell type-specific access reagents (U24 Clinical Trial Not Allowed)","2/20/2024","7/2/2026","U24","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-25-105","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-105.html"
"Notice of Special Interest (NOSI): Administrative Supplements to Enhance Engagement Activity with Underserved Populations Within the Type 1 Diabetes Community (Admin Supp Clinical Trial Not Allowed)","2/16/2024","3/3/2025","Admin Supp","NIH","NIDDK","SGMRO","NOT-DK-24-010","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DK-24-010.html"
"Notice of Special Interest (NOSI): Validation of Digital Health and Artificial Intelligence/Machine Learning Tools for Improved Assessment in Biomedical and Behavioral Research","2/15/2024","7/6/2025","R61/R33,R01,R21,R43/R44,R34,R41/R42","NIH","NCI","NHLBI, NIA, NIDA, NIMH, NINR, OBSSR, ODSS","NOT-CA-24-031","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-24-031.html"
"BRAIN Initiative: Research on the Ethical Implications of Advancements in Neurotechnology and Brain Science (R21 Clinical Trial Optional)","2/15/2024","10/10/2026","R21","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-25-171","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-171.html"
"BRAIN Initiative: Research on the Ethical Implications of Advancements in Neurotechnology and Brain Science (R01 Clinical Trial Optional)","2/15/2024","10/10/2026","R01","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-25-170","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-170.html"
"Notice of Special Interest (NOSI): Innovative Technologies for Research on Climate Change and Human Health","2/15/2024","4/6/2025","R43/R44,R41/R42","NIH","NIEHS","NCATS, NCCIH, NEI, NHLBI, NIA, NIAID, NIAMS, NLM","NOT-ES-24-002","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-ES-24-002.html"
"NINDS Research Education Programs for Residents and Fellows in Neurological Disorders and Stroke (UE5 - Clinical Trial Not Allowed)","2/14/2024","1/29/2026","UE5","NIH","NINDS","None","PAR-24-079","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-079.html"
"Notice of Special Interest (NOSI): Advancing Genomic Medicine Research through Small Businesses","2/14/2024","9/7/2026","R43/R44,R41/R42","NIH","NHGRI","None","NOT-HG-24-016","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HG-24-016.html"
"NIA Career Transition Award (K22 Independent Clinical Trial Not Allowed)","2/13/2024","11/13/2025","K22","NIH","NIA","None","PAR-24-120","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-120.html"
"Notice of Special Interest (NOSI): Determining the Tri-directional Relationship Among Oral Health, Nutrition, and Comprehensive Health","2/12/2024","9/8/2027","R21,R01","NIH","NIDCR","None","NOT-DE-24-011","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DE-24-011.html"
"The NCI Transition Career Development Award (K22 Independent Clinical Trial Optional)","2/9/2024","11/12/2025","K22","NIH","NCI","None","PAR-24-117","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-117.html"
"NIDCD's Mentored Research Education Pathway for Otolaryngology Residents and Medical Students (R25 - Clinical Trial Not Allowed)","2/9/2024","9/30/2026","R25","NIH","NIDCD","None","PAR-24-127","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-127.html"
